file,emotions,objects,colors,depths
Pop_Art/hiro-yamagata_not-detected-272395.jpg,"The viewer is likely to associate the following emotions with the image: excitement (probability: 0.33), amusement (probability: 0.28).",there is a art in the center. there is a neon light in the right. there is a poster in the left. there is a poster in the top,"The main colors are: indianred, darkslategray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.44 (with moderate variation, std ≈ 0.30).
Most pixels fall into the **near** depth band (44.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 44.6% of pixels
  • Mid [0.33–0.67]: 25.8% of pixels
  • Far [0.67–1.00]: 28.5% of pixels"
Baroque/josefa-de-obidos_st-mary-magdalene-1650.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.21), sadness (probability: 0.19).",there is a woman in the center. there is a table in the bottom right. there is a hand in the center. there is a hand in the right. there is a lamp in the right. there is a typewriter in the right. there is a oil lamp in the right,"The main colors are: black, tan, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.19 (with moderate variation, std ≈ 0.18).
Most pixels fall into the **near** depth band (88.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 88.2% of pixels
  • Mid [0.33–0.67]: 6.7% of pixels
  • Far [0.67–1.00]: 5.0% of pixels"
Symbolism/kuzma-petrov-vodkin_samarkand-1926.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.32), amusement (probability: 0.17).",there is a man in the left. there is a woman in the center,"The main colors are: dimgray, lightseagreen, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.20).
Most pixels fall into the **mid** depth band (58.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 17.4% of pixels
  • Mid [0.33–0.67]: 58.2% of pixels
  • Far [0.67–1.00]: 24.2% of pixels"
Art_Nouveau_Modern/michel-simonidy_tulipes-1923.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.31), contentment (probability: 0.24).",there is a blue drawing in the center. there is a vase in the bottom,"The main colors are: darkslategray, gray, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.27 (with moderate variation, std ≈ 0.16).
Most pixels fall into the **near** depth band (76.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 76.3% of pixels
  • Mid [0.33–0.67]: 20.4% of pixels
  • Far [0.67–1.00]: 3.3% of pixels"
Symbolism/felicien-rops_sex-position-69.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.21), contentment (probability: 0.16).",there is a bed in the center. there is a canopy in the top right,"The main colors are: rosybrown, silver, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.65 (with moderate variation, std ≈ 0.18).
Most pixels fall into the **far** depth band (48.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 4.9% of pixels
  • Mid [0.33–0.67]: 46.1% of pixels
  • Far [0.67–1.00]: 48.7% of pixels"
Post_Impressionism/mario-zanini_vilarejo-com-marinha.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.58), sadness (probability: 0.11).",there is a boat in the bottom left. there is a building in the center. there is a person in the bottom. there is a person in the bottom left. there is a person in the bottom left,"The main colors are: darkkhaki, darkolivegreen, silver","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.59 (with moderate variation, std ≈ 0.20).
Most pixels fall into the **far** depth band (45.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 13.7% of pixels
  • Mid [0.33–0.67]: 40.4% of pixels
  • Far [0.67–1.00]: 45.9% of pixels"
Symbolism/felicien-rops_satanic-self-portrait.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.23), sadness (probability: 0.19).",there is a dress in the right,"The main colors are: silver, dimgray, lightgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.68 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **far** depth band (65.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 8.6% of pixels
  • Mid [0.33–0.67]: 26.3% of pixels
  • Far [0.67–1.00]: 65.1% of pixels"
Art_Nouveau_Modern/jacek-malczewski_self-portrait-with-death.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.22), awe (probability: 0.21).",there is a man in the center. there is a cup in the right. there is a hand in the bottom. there is a hand in the right. there is a hand in the right. there is a art in the top left. there is a apron in the center,"The main colors are: dimgray, rosybrown, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.40 (with moderate variation, std ≈ 0.16).
Most pixels fall into the **mid** depth band (56.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 38.0% of pixels
  • Mid [0.33–0.67]: 56.5% of pixels
  • Far [0.67–1.00]: 5.5% of pixels"
Post_Impressionism/theo-van-rysselberghe_the-gardens-of-generalife-in-grenada-1913.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.51), awe (probability: 0.23).",there is a pot in the right. there is a pot in the center. there is a pillar in the top left. there is a pillar in the top right. there is a flower in the right. there is a plate in the center,"The main colors are: sienna, gainsboro, tan","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.70 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **far** depth band (61.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 9.6% of pixels
  • Mid [0.33–0.67]: 26.9% of pixels
  • Far [0.67–1.00]: 61.0% of pixels"
Pop_Art/claes-oldenburg_two-cheeseburgers-with-everything-dual-hamburgers-1962.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.25), something else (probability: 0.19).",there is a cake in the center. there is a platter in the bottom. there is a jam in the center. there is a lettuce spinach in the bottom. there is a jam in the left. there is a cheese in the left. there is a cheese in the center. there is a cheese in the center. there is a cheeseburger in the center. there is a cheeseburger in the left,"The main colors are: lavender, darkslategray, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.72 (with moderate variation, std ≈ 0.30).
Most pixels fall into the **far** depth band (71.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 19.2% of pixels
  • Mid [0.33–0.67]: 9.2% of pixels
  • Far [0.67–1.00]: 71.6% of pixels"
Art_Nouveau_Modern/aubrey-beardsley_the-ascention-of-saint-rose-of-lima.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.19), awe (probability: 0.17).",there is a illustration in the top. there is a dress in the right,"The main colors are: rosybrown, beige, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.74 (with moderate variation, std ≈ 0.37).
Most pixels fall into the **far** depth band (63.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 20.5% of pixels
  • Mid [0.33–0.67]: 4.9% of pixels
  • Far [0.67–1.00]: 63.4% of pixels"
Romanticism/edwin-henry-landseer_the-monkey-who-had-seen-the-world.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.32), awe (probability: 0.20).",there is a animal in the bottom left. there is a man in the center. there is a tree in the right. there is a tree in the center. there is a animal in the bottom right. there is a tree in the top left. there is a animal in the left,"The main colors are: saddlebrown, darkkhaki, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.27 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **near** depth band (69.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 69.1% of pixels
  • Mid [0.33–0.67]: 24.0% of pixels
  • Far [0.67–1.00]: 6.9% of pixels"
Post_Impressionism/maurice-prendergast_may-day-central-park.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.31), excitement (probability: 0.25).",there is a umbrella in the bottom left. there is a crowd in the bottom. there is a tree in the left. there is a dress person in the bottom left. there is a tree in the center. there is a tree in the center. there is a umbrella in the bottom left. there is a dress in the bottom. there is a dress in the bottom left. there is a dress in the bottom. there is a tree in the center. there is a umbrella in the bottom left. there is a umbrella in the bottom left. there is a dress in the bottom. there is a umbrella in the bottom,"The main colors are: darkslategray, darkkhaki, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.34 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (59.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 59.0% of pixels
  • Mid [0.33–0.67]: 29.1% of pixels
  • Far [0.67–1.00]: 11.7% of pixels"
Rococo/canaletto_capriccio-the-grand-canal-with-an-imaginary-rialto-bridge-and-other-buildings.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.48), contentment (probability: 0.26).",there is a boat in the bottom left. there is a bridge in the bottom. there is a water waterway in the bottom. there is a building in the left. there is a boat in the bottom. there is a city view in the center. there is a boat in the bottom left. there is a building in the bottom,"The main colors are: gray, gainsboro, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.53 (with moderate variation, std ≈ 0.33).
Most pixels fall into the **far** depth band (43.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 40.1% of pixels
  • Mid [0.33–0.67]: 16.0% of pixels
  • Far [0.67–1.00]: 43.7% of pixels"
Realism/nicholas-roerich_idol-1898.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.36), sadness (probability: 0.18).",there is a log in the center. there is a man in the top. there is a person in the center. there is a stool in the top right. there is a photo in the center,"The main colors are: dimgray, darkslategray, tan","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.33 (with moderate variation, std ≈ 0.20).
Most pixels fall into the **near** depth band (67.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 67.8% of pixels
  • Mid [0.33–0.67]: 21.3% of pixels
  • Far [0.67–1.00]: 10.9% of pixels"
Realism/vasily-surikov_yermak-s-conquest-of-siberia-1895.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.42), contentment (probability: 0.14).",there is a man in the bottom left. there is a gun in the bottom left. there is a boat in the bottom. there is a water in the bottom left. there is a boat in the bottom left. there is a gun in the bottom left. there is a person in the bottom left,"The main colors are: darkslategray, silver, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.39 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **mid** depth band (45.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 42.4% of pixels
  • Mid [0.33–0.67]: 45.5% of pixels
  • Far [0.67–1.00]: 12.0% of pixels"
Baroque/cornelis-de-vos_the-triumph-of-bacchus.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.26), amusement (probability: 0.18).",there is a donkey in the bottom. there is a tiger in the bottom left. there is a artist in the center. there is a man in the left. there is a wagon in the bottom. there is a animal in the center. there is a person in the left. there is a person in the bottom,"The main colors are: darkolivegreen, gray, wheat","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.36 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (54.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 54.9% of pixels
  • Mid [0.33–0.67]: 33.2% of pixels
  • Far [0.67–1.00]: 11.4% of pixels"
Northern_Renaissance/hans-baldung_aristotle-and-phyllis-1513.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.20), contentment (probability: 0.15).",there is a tree in the top right. there is a man in the center. there is a animal in the center. there is a illustration in the center. there is a person in the top left,"The main colors are: dimgray, gainsboro, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.71 (with moderate variation, std ≈ 0.35).
Most pixels fall into the **far** depth band (51.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 23.3% of pixels
  • Mid [0.33–0.67]: 10.9% of pixels
  • Far [0.67–1.00]: 51.2% of pixels"
Romanticism/caspar-david-friedrich_funeral-scene-at-the-beach.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.28), awe (probability: 0.19).",there is a tree in the center. there is a woman in the bottom. there is a man in the bottom left. there is a tree in the center. there is a couple in the bottom left. there is a stone in the bottom,"The main colors are: peru, bisque, saddlebrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.72 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **far** depth band (68.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 12.2% of pixels
  • Mid [0.33–0.67]: 19.1% of pixels
  • Far [0.67–1.00]: 68.1% of pixels"
Symbolism/arnold-bã¶cklin_self-portrait-with-death-as-a-fiddler-1872.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.21), amusement (probability: 0.18).",there is a paint brush in the left. there is a artist in the center. there is a violin in the top right. there is a violinist in the right. there is a catch painter palette in the bottom right. there is a catch in the bottom right,"The main colors are: black, darkolivegreen, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.17 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **near** depth band (85.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 85.8% of pixels
  • Mid [0.33–0.67]: 11.5% of pixels
  • Far [0.67–1.00]: 2.7% of pixels"
Symbolism/konstantin-bogaevsky_memories-of-mantegna-1910-1.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.35), awe (probability: 0.19).",there is a tree in the left. there is a tree in the center. there is a landscape in the center. there is a tree in the center. there is a person in the left. there is a rock formation in the top. there is a rock formation in the left,"The main colors are: rosybrown, darkslategray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.41 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **mid** depth band (43.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 42.0% of pixels
  • Mid [0.33–0.67]: 43.3% of pixels
  • Far [0.67–1.00]: 14.8% of pixels"
High_Renaissance/luca-signorelli_the-last-judgment-the-left-part-of-the-composition-the-blessed-consigned-to-paradise-1502.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.41), fear (probability: 0.14).",there is a doorway in the right. there is a tapestry in the center. there is a angel in the top right. there is a builder in the top right. there is a builder in the top. there is a doorway in the right. there is a person in the top right,"The main colors are: rosybrown, darkslategray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.38 (with moderate variation, std ≈ 0.20).
Most pixels fall into the **mid** depth band (45.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 44.3% of pixels
  • Mid [0.33–0.67]: 45.7% of pixels
  • Far [0.67–1.00]: 10.1% of pixels"
Realism/boris-kustodiev_chairman-of-the-council-of-ministers-i-l-goremykin-1906.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.21), amusement (probability: 0.18).",there is a woman in the center. there is a hair in the top. there is a hair in the right. there is a wear in the bottom,"The main colors are: black, gainsboro, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.62 (with moderate variation, std ≈ 0.34).
Most pixels fall into the **far** depth band (61.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 28.1% of pixels
  • Mid [0.33–0.67]: 10.5% of pixels
  • Far [0.67–1.00]: 61.4% of pixels"
Realism/vincent-van-gogh_winter-garden-1884.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.37), sadness (probability: 0.18).",there is a tree in the left. there is a woman in the bottom left. there is a path in the bottom,"The main colors are: darkolivegreen, tan, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.50 (with moderate variation, std ≈ 0.21).
Most pixels fall into the **mid** depth band (54.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 23.0% of pixels
  • Mid [0.33–0.67]: 54.5% of pixels
  • Far [0.67–1.00]: 22.0% of pixels"
Baroque/jan-steen_dancing-couple-detail-1663-1.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.25), awe (probability: 0.19).",there is a basket in the top left. there is a painter in the center. there is a painter in the left. there is a person in the bottom right,"The main colors are: darkolivegreen, darkgray, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.29 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **near** depth band (63.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 63.7% of pixels
  • Mid [0.33–0.67]: 24.3% of pixels
  • Far [0.67–1.00]: 12.1% of pixels"
Romanticism/gustave-dore_idylls-of-the-king-5.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.49), sadness (probability: 0.23).",there is a horse in the right. there is a armor in the center. there is a man in the right. there is a horse in the center. there is a log in the left. there is a spear sword in the center. there is a log in the center. there is a spear sword in the center. there is a spear sword in the top right. there is a sword in the right,"The main colors are: darkslategray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.24 (with moderate variation, std ≈ 0.18).
Most pixels fall into the **near** depth band (75.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 75.7% of pixels
  • Mid [0.33–0.67]: 21.3% of pixels
  • Far [0.67–1.00]: 2.8% of pixels"
Early_Renaissance/bartolome-bermejo_the-flagellation-of-st-engracia-1477.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.21), awe (probability: 0.20).",there is a person man in the top right. there is a person in the top. there is a sword in the top right. there is a mosaic in the center. there is a pillar in the top right. there is a instrument in the top left. there is a robe in the top right. there is a person man in the top right. there is a pillar in the top right. there is a pillar in the top right,"The main colors are: darkolivegreen, rosybrown, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.23 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **near** depth band (73.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 73.1% of pixels
  • Mid [0.33–0.67]: 19.0% of pixels
  • Far [0.67–1.00]: 7.6% of pixels"
Post_Impressionism/georges-lemmen_julie-lemmen-sleeping-in-an-armchair.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.28), sadness (probability: 0.25).",there is a woman in the center. there is a armchair in the right,"The main colors are: darkolivegreen, tan, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.45 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **mid** depth band (45.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 34.2% of pixels
  • Mid [0.33–0.67]: 45.6% of pixels
  • Far [0.67–1.00]: 20.0% of pixels"
Mannerism_Late_Renaissance/correggio_the-vision-of-st-john-on-patmos-1523.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.50), contentment (probability: 0.18).",there is a dome in the center,"The main colors are: gray, darkolivegreen, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.45 (with moderate variation, std ≈ 0.18).
Most pixels fall into the **mid** depth band (52.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 32.5% of pixels
  • Mid [0.33–0.67]: 52.8% of pixels
  • Far [0.67–1.00]: 14.5% of pixels"
Symbolism/mikalojus-ciurlionis_consert-1904.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.33), fear (probability: 0.18).",there is a graveyard in the top,"The main colors are: gray, darkgray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.15).
Most pixels fall into the **mid** depth band (66.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 13.7% of pixels
  • Mid [0.33–0.67]: 66.9% of pixels
  • Far [0.67–1.00]: 19.3% of pixels"
Romanticism/john-everett-millais_the-knight-errant.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.18), contentment (probability: 0.15).",there is a sword in the right. there is a person man in the center. there is a man in the right. there is a tree in the top left. there is a tree in the center,"The main colors are: saddlebrown, black, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.24 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (74.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 74.9% of pixels
  • Mid [0.33–0.67]: 18.0% of pixels
  • Far [0.67–1.00]: 6.7% of pixels"
Pop_Art/hiro-yamagata_atlanta-1996-womens-softball.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.33), excitement (probability: 0.30).",there is a baseball player in the top. there is a baseball bat bat in the top right,"The main colors are: peru, lightgray, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.57 (with moderate variation, std ≈ 0.34).
Most pixels fall into the **far** depth band (51.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 31.9% of pixels
  • Mid [0.33–0.67]: 14.5% of pixels
  • Far [0.67–1.00]: 51.2% of pixels"
Symbolism/kuzma-petrov-vodkin_arrangement-1918.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.28), fear (probability: 0.19).",there is a person in the left. there is a woman in the bottom left,"The main colors are: darkgray, dimgray, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.43 (with moderate variation, std ≈ 0.15).
Most pixels fall into the **mid** depth band (62.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 29.1% of pixels
  • Mid [0.33–0.67]: 62.3% of pixels
  • Far [0.67–1.00]: 8.7% of pixels"
Romanticism/william-turner_louth-lincolnshire.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.42), contentment (probability: 0.23).",there is a crowd in the bottom. there is a person in the bottom. there is a person in the bottom. there is a person in the bottom left. there is a building in the bottom. there is a building in the center. there is a building in the left,"The main colors are: dimgray, darkslategray, peru","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.40 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **mid** depth band (48.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 40.9% of pixels
  • Mid [0.33–0.67]: 48.7% of pixels
  • Far [0.67–1.00]: 10.3% of pixels"
Romanticism/theodore-gericault_five-horses-seen-from-behind-with-croupes-in-a-stable-1822.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.22), contentment (probability: 0.21).",there is a blanket in the left. there is a donkey in the bottom right. there is a blanket in the center. there is a horse in the bottom left. there is a blanket in the right. there is a horse in the bottom. there is a horse in the bottom,"The main colors are: sienna, darkslategray, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.38 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **near** depth band (50.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 50.7% of pixels
  • Mid [0.33–0.67]: 31.8% of pixels
  • Far [0.67–1.00]: 16.4% of pixels"
Minimalism/bruce-nauman_untitled-hand-circle-1996.jpg,"The viewer is likely to associate the following emotions with the image: disgust (probability: 0.18), something else (probability: 0.17).",there is a person in the bottom left. there is a rope in the left. there is a string in the top left. there is a string in the top. there is a hand in the bottom,"The main colors are: darkolivegreen, gainsboro, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.76 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **far** depth band (73.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 10.0% of pixels
  • Mid [0.33–0.67]: 17.0% of pixels
  • Far [0.67–1.00]: 73.0% of pixels"
Pop_Art/valerio-adami_a-midsummer-night-s-dream-1983.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.23), excitement (probability: 0.17).",there is a dog in the bottom. there is a woman in the center,"The main colors are: black, sienna, peru","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.34 (with moderate variation, std ≈ 0.27).
Most pixels fall into the **near** depth band (56.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 56.8% of pixels
  • Mid [0.33–0.67]: 22.3% of pixels
  • Far [0.67–1.00]: 20.8% of pixels"
Romanticism/ivan-aivazovsky_the-shipwreck-1894.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.45), awe (probability: 0.21).",there is a boat in the bottom left. there is a water in the bottom left,"The main colors are: lightslategray, lightgray, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.59 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **far** depth band (47.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 22.7% of pixels
  • Mid [0.33–0.67]: 29.7% of pixels
  • Far [0.67–1.00]: 47.6% of pixels"
Abstract_Expressionism/sam-francis_untitled-sf220s-1976.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.17), contentment (probability: 0.14).",there is a art in the center,"The main colors are: gainsboro, rosybrown, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.68 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **far** depth band (65.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 16.8% of pixels
  • Mid [0.33–0.67]: 17.6% of pixels
  • Far [0.67–1.00]: 65.5% of pixels"
Baroque/frans-hals_portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.25), amusement (probability: 0.20).",there is a artist in the center. there is a hat in the top,"The main colors are: black, darkolivegreen, rosybrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.23 (with moderate variation, std ≈ 0.20).
Most pixels fall into the **near** depth band (78.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 78.0% of pixels
  • Mid [0.33–0.67]: 14.6% of pixels
  • Far [0.67–1.00]: 7.4% of pixels"
Romanticism/gustave-dore_transformation-into-snakes.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.45), sadness (probability: 0.17).",there is a man in the right. there is a octopus in the right. there is a person in the center. there is a floor in the center. there is a person in the right,"The main colors are: darkslategray, whitesmoke, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.56 (with moderate variation, std ≈ 0.34).
Most pixels fall into the **near** depth band (29.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 29.8% of pixels
  • Mid [0.33–0.67]: 29.1% of pixels
  • Far [0.67–1.00]: 22.7% of pixels"
